province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Anhui,China,2022-01-31,31.8257,117.2264,POINT(117.2264 31.8257),1009,6,,,,,"Anhui, China"
Beijing,China,2022-01-31,40.1824,116.4142,POINT(116.4142 40.1824),1348,9,,,,,"Beijing, China"
Chongqing,China,2022-01-31,30.0572,107.874,POINT(107.874 30.0572),613,6,,,,,"Chongqing, China"
Fujian,China,2022-01-31,26.0789,117.9874,POINT(117.9874 26.0789),1455,1,,,,,"Fujian, China"
Gansu,China,2022-01-31,35.7518,104.2861,POINT(104.2861 35.7518),356,2,,,,,"Gansu, China"
Guangdong,China,2022-01-31,23.3417,113.4244,POINT(113.4244 23.3417),3761,8,,,,,"Guangdong, China"
Guangxi,China,2022-01-31,23.8298,108.7881,POINT(108.7881 23.8298),715,2,,,,,"Guangxi, China"
Guizhou,China,2022-01-31,26.8154,106.8748,POINT(106.8748 26.8154),161,2,,,,,"Guizhou, China"
Hainan,China,2022-01-31,19.1959,109.7453,POINT(109.7453 19.1959),190,6,,,,,"Hainan, China"
Hebei,China,2022-01-31,37.8957,114.9042,POINT(114.9042 37.8957),1473,7,,,,,"Hebei, China"
Heilongjiang,China,2022-01-31,47.861999999999995,127.7615,POINT(127.7615 47.862),2064,13,,,,,"Heilongjiang, China"
Henan,China,2022-01-31,33.882,113.61399999999999,POINT(113.614 33.882),2655,22,,,,,"Henan, China"
Hong Kong,China,2022-01-31,22.3,114.2,POINT(114.2 22.3),13745,213,,,,,"Hong Kong, China"
Hubei,China,2022-01-31,30.9756,112.2707,POINT(112.2707 30.9756),68320,4512,,,,,"Hubei, China"
Hunan,China,2022-01-31,27.6104,111.7088,POINT(111.7088 27.6104),1230,4,,,,,"Hunan, China"
Inner Mongolia,China,2022-01-31,44.0935,113.9448,POINT(113.9448 44.0935),1191,1,,,,,"Inner Mongolia, China"
Jiangsu,China,2022-01-31,32.9711,119.455,POINT(119.455 32.9711),1630,0,,,,,"Jiangsu, China"
Jiangxi,China,2022-01-31,27.614,115.7221,POINT(115.7221 27.614),959,1,,,,,"Jiangxi, China"
Jilin,China,2022-01-31,43.6661,126.1923,POINT(126.1923 43.6661),591,3,,,,,"Jilin, China"
Liaoning,China,2022-01-31,41.2956,122.6085,POINT(122.6085 41.2956),812,2,,,,,"Liaoning, China"
Macau,China,2022-01-31,22.1667,113.55,POINT(113.55 22.1667),79,0,,,,,"Macau, China"
Ningxia,China,2022-01-31,37.2692,106.1655,POINT(106.1655 37.2692),122,0,,,,,"Ningxia, China"
Qinghai,China,2022-01-31,35.7452,95.9956,POINT(95.9956 35.7452),30,0,,,,,"Qinghai, China"
Shaanxi,China,2022-01-31,35.1917,108.8701,POINT(108.8701 35.1917),2826,3,,,,,"Shaanxi, China"
Shandong,China,2022-01-31,36.3427,118.1498,POINT(118.1498 36.3427),1075,7,,,,,"Shandong, China"
Shanghai,China,2022-01-31,31.201999999999998,121.4491,POINT(121.4491 31.202),3765,7,,,,,"Shanghai, China"
Shanxi,China,2022-01-31,37.5777,112.2922,POINT(112.2922 37.5777),268,0,,,,,"Shanxi, China"
Sichuan,China,2022-01-31,30.6171,102.7103,POINT(102.7103 30.6171),1374,3,,,,,"Sichuan, China"
Tianjin,China,2022-01-31,39.3054,117.323,POINT(117.323 39.3054),1050,3,,,,,"Tianjin, China"
Tibet,China,2022-01-31,31.6927,88.0924,POINT(88.0924 31.6927),1,0,,,,,"Tibet, China"
Unknown,China,2022-01-31,,,,0,0,,,,,"Unknown, China"
Xinjiang,China,2022-01-31,41.1129,85.2401,POINT(85.2401 41.1129),996,3,,,,,"Xinjiang, China"
Yunnan,China,2022-01-31,24.974,101.48700000000001,POINT(101.487 24.974),1881,2,,,,,"Yunnan, China"
Zhejiang,China,2022-01-31,29.1832,120.0934,POINT(120.0934 29.1832),2218,1,,,,,"Zhejiang, China"
Aichi,Japan,2022-01-31,35.035551,137.211621,POINT(137.211621 35.035551),165227,1187,,,,,"Aichi, Japan"
Akita,Japan,2022-01-31,39.748678999999996,140.408228,POINT(140.408228 39.748679),4075,27,,,,,"Akita, Japan"
Aomori,Japan,2022-01-31,40.781541,140.828896,POINT(140.828896 40.781541),9841,40,,,,,"Aomori, Japan"
Chiba,Japan,2022-01-31,35.510141,140.198917,POINT(140.198917 35.510141),142586,1049,,,,,"Chiba, Japan"
Ehime,Japan,2022-01-31,33.624835,132.856842,POINT(132.856842 33.624835),10158,85,,,,,"Ehime, Japan"
Fukui,Japan,2022-01-31,35.846614,136.22465400000002,POINT(136.224654 35.846614),5413,38,,,,,"Fukui, Japan"
Fukuoka,Japan,2022-01-31,33.526032,130.666949,POINT(130.666949 33.526032),121162,646,,,,,"Fukuoka, Japan"
Fukushima,Japan,2022-01-31,37.378867,140.223295,POINT(140.223295 37.378867),12992,178,,,,,"Fukushima, Japan"
Gifu,Japan,2022-01-31,35.778671,137.055925,POINT(137.055925 35.778671),28493,223,,,,,"Gifu, Japan"
Gunma,Japan,2022-01-31,36.504478999999996,138.985605,POINT(138.985605 36.504479),29160,190,,,,,"Gunma, Japan"
Hiroshima,Japan,2022-01-31,34.605309000000005,132.788719,POINT(132.788719 34.605309),48970,236,,,,,"Hiroshima, Japan"
Hokkaido,Japan,2022-01-31,43.385711,142.55231799999999,POINT(142.552318 43.385711),90048,1502,,,,,"Hokkaido, Japan"
Hyogo,Japan,2022-01-31,35.039913,134.828057,POINT(134.828057 35.039913),127730,1423,,,,,"Hyogo, Japan"
Ibaraki,Japan,2022-01-31,36.303588,140.319591,POINT(140.319591 36.303588),35254,223,,,,,"Ibaraki, Japan"
Ishikawa,Japan,2022-01-31,36.769464,136.771027,POINT(136.771027 36.769464),12373,141,,,,,"Ishikawa, Japan"
Iwate,Japan,2022-01-31,39.593287,141.361777,POINT(141.361777 39.593287),4602,53,,,,,"Iwate, Japan"
Kagawa,Japan,2022-01-31,34.217292,133.969047,POINT(133.969047 34.217292),8256,41,,,,,"Kagawa, Japan"
Kagoshima,Japan,2022-01-31,31.009484000000004,130.430665,POINT(130.430665 31.009484),16070,71,,,,,"Kagoshima, Japan"
Kanagawa,Japan,2022-01-31,35.415312,139.338983,POINT(139.338983 35.415312),239522,1341,,,,,"Kanagawa, Japan"
Kochi,Japan,2022-01-31,33.422519,133.367307,POINT(133.367307 33.422519),5875,36,,,,,"Kochi, Japan"
Kumamoto,Japan,2022-01-31,32.608154,130.74523100000002,POINT(130.745231 32.608154),27712,143,,,,,"Kumamoto, Japan"
Kyoto,Japan,2022-01-31,35.253815,135.443341,POINT(135.443341 35.253815),63045,298,,,,,"Kyoto, Japan"
Mie,Japan,2022-01-31,34.508018,136.376013,POINT(136.376013 34.508018),21823,172,,,,,"Mie, Japan"
Miyagi,Japan,2022-01-31,38.446859,140.927086,POINT(140.927086 38.446859),21232,118,,,,,"Miyagi, Japan"
Miyazaki,Japan,2022-01-31,32.193203999999994,131.299374,POINT(131.299374 32.193204),11106,43,,,,,"Miyazaki, Japan"
Nagano,Japan,2022-01-31,36.132134,138.045528,POINT(138.045528 36.132134),17190,98,,,,,"Nagano, Japan"
Nagasaki,Japan,2022-01-31,33.235712,129.608033,POINT(129.608033 33.235712),13856,75,,,,,"Nagasaki, Japan"
Nara,Japan,2022-01-31,34.317451,135.871644,POINT(135.871644 34.317451),25258,153,,,,,"Nara, Japan"
Niigata,Japan,2022-01-31,37.521819,138.918647,POINT(138.918647 37.521819),16111,63,,,,,"Niigata, Japan"
Oita,Japan,2022-01-31,33.200697,131.43323999999998,POINT(131.43324 33.200697),13182,85,,,,,"Oita, Japan"
Okayama,Japan,2022-01-31,34.89246,133.826252,POINT(133.826252 34.89246),25360,139,,,,,"Okayama, Japan"
Okinawa,Japan,2022-01-31,25.768923,126.668016,POINT(126.668016 25.768923),82348,399,,,,,"Okinawa, Japan"
Osaka,Japan,2022-01-31,34.620965000000005,135.507481,POINT(135.507481 34.620965),325149,3116,,,,,"Osaka, Japan"
Port Quarantine,Japan,2022-01-31,,,,4463,4,,,,,"Port Quarantine, Japan"
Saga,Japan,2022-01-31,33.286977,130.115738,POINT(130.115738 33.286977),10993,33,,,,,"Saga, Japan"
Saitama,Japan,2022-01-31,35.997101,139.347635,POINT(139.347635 35.997101),165352,1067,,,,,"Saitama, Japan"
Shiga,Japan,2022-01-31,35.215827000000012,136.13806399999999,POINT(136.138064 35.215827),22544,106,,,,,"Shiga, Japan"
Shimane,Japan,2022-01-31,35.07076,132.55406399999998,POINT(132.554064 35.07076),4126,6,,,,,"Shimane, Japan"
Shizuoka,Japan,2022-01-31,34.916975,138.40778400000002,POINT(138.407784 34.916975),45761,211,,,,,"Shizuoka, Japan"
Tochigi,Japan,2022-01-31,36.689912,139.819213,POINT(139.819213 36.689912),23735,124,,,,,"Tochigi, Japan"
Tokushima,Japan,2022-01-31,33.919178,134.242091,POINT(134.242091 33.919178),4699,67,,,,,"Tokushima, Japan"
Tokyo,Japan,2022-01-31,35.711343,139.446921,POINT(139.446921 35.711343),566050,3200,,,,,"Tokyo, Japan"
Tottori,Japan,2022-01-31,35.359069,133.863619,POINT(133.863619 35.359069),3497,5,,,,,"Tottori, Japan"
Toyama,Japan,2022-01-31,36.637464,137.26934599999998,POINT(137.269346 36.637464),6925,52,,,,,"Toyama, Japan"
Unknown,Japan,2022-01-31,,,,8,0,,,,,"Unknown, Japan"
Wakayama,Japan,2022-01-31,33.911879,135.505446,POINT(135.505446 33.911879),10744,66,,,,,"Wakayama, Japan"
Yamagata,Japan,2022-01-31,38.448396,140.102154,POINT(140.102154 38.448396),5499,56,,,,,"Yamagata, Japan"
Yamaguchi,Japan,2022-01-31,34.201190000000004,131.573293,POINT(131.573293 34.20119),12902,100,,,,,"Yamaguchi, Japan"
Yamanashi,Japan,2022-01-31,35.612364,138.61148899999998,POINT(138.611489 35.612364),9125,35,,,,,"Yamanashi, Japan"
Anhui,China,2022-08-05,31.8257,117.2264,POINT(117.2264 31.8257),1504,6,,,,,"Anhui, China"
Beijing,China,2022-08-05,40.1824,116.4142,POINT(116.4142 40.1824),3773,9,,,,,"Beijing, China"
Chongqing,China,2022-08-05,30.0572,107.874,POINT(107.874 30.0572),795,6,,,,,"Chongqing, China"
Fujian,China,2022-08-05,26.0789,117.9874,POINT(117.9874 26.0789),3768,1,,,,,"Fujian, China"
Gansu,China,2022-08-05,35.7518,104.2861,POINT(104.2861 35.7518),1333,2,,,,,"Gansu, China"
Guangdong,China,2022-08-05,23.3417,113.4244,POINT(113.4244 23.3417),8244,8,,,,,"Guangdong, China"
Guangxi,China,2022-08-05,23.8298,108.7881,POINT(108.7881 23.8298),2227,2,,,,,"Guangxi, China"
Guizhou,China,2022-08-05,26.8154,106.8748,POINT(106.8748 26.8154),186,2,,,,,"Guizhou, China"
Hainan,China,2022-08-05,19.1959,109.7453,POINT(109.7453 19.1959),490,6,,,,,"Hainan, China"
Hebei,China,2022-08-05,37.8957,114.9042,POINT(114.9042 37.8957),2007,7,,,,,"Hebei, China"
Heilongjiang,China,2022-08-05,47.862,127.7615,POINT(127.7615 47.862),3002,13,,,,,"Heilongjiang, China"
Henan,China,2022-08-05,33.882,113.614,POINT(113.614 33.882),3228,22,,,,,"Henan, China"
Hong Kong,China,2022-08-05,22.3,114.2,POINT(114.2 22.3),1376366,9531,,,,,"Hong Kong, China"
Hubei,China,2022-08-05,30.9756,112.2707,POINT(112.2707 30.9756),68408,4512,,,,,"Hubei, China"
Hunan,China,2022-08-05,27.6104,111.7088,POINT(111.7088 27.6104),1411,4,,,,,"Hunan, China"
Inner Mongolia,China,2022-08-05,44.0935,113.9448,POINT(113.9448 44.0935),2224,1,,,,,"Inner Mongolia, China"
Jiangsu,China,2022-08-05,32.9711,119.455,POINT(119.455 32.9711),2325,0,,,,,"Jiangsu, China"
Jiangxi,China,2022-08-05,27.614,115.7221,POINT(115.7221 27.614),1438,1,,,,,"Jiangxi, China"
Jilin,China,2022-08-05,43.6661,126.1923,POINT(126.1923 43.6661),40297,5,,,,,"Jilin, China"
Liaoning,China,2022-08-05,41.2956,122.6085,POINT(122.6085 41.2956),1744,2,,,,,"Liaoning, China"
Macau,China,2022-08-05,22.1667,113.55,POINT(113.55 22.1667),791,6,,,,,"Macau, China"
Ningxia,China,2022-08-05,37.2692,106.1655,POINT(106.1655 37.2692),122,0,,,,,"Ningxia, China"
Qinghai,China,2022-08-05,35.7452,95.9956,POINT(95.9956 35.7452),148,0,,,,,"Qinghai, China"
Shaanxi,China,2022-08-05,35.1917,108.8701,POINT(108.8701 35.1917),3388,3,,,,,"Shaanxi, China"
Shandong,China,2022-08-05,36.3427,118.1498,POINT(118.1498 36.3427),2860,7,,,,,"Shandong, China"
Shanghai,China,2022-08-05,31.202,121.4491,POINT(121.4491 31.202),63636,595,,,,,"Shanghai, China"
Shanxi,China,2022-08-05,37.5777,112.2922,POINT(112.2922 37.5777),429,0,,,,,"Shanxi, China"
Sichuan,China,2022-08-05,30.6171,102.7103,POINT(102.7103 30.6171),2701,3,,,,,"Sichuan, China"
Tianjin,China,2022-08-05,39.3054,117.323,POINT(117.323 39.3054),2086,3,,,,,"Tianjin, China"
Tibet,China,2022-08-05,31.6927,88.0924,POINT(88.0924 31.6927),1,0,,,,,"Tibet, China"
Unknown,China,2022-08-05,,,,677964,0,,,,,"Unknown, China"
Xinjiang,China,2022-08-05,41.1129,85.2401,POINT(85.2401 41.1129),1009,3,,,,,"Xinjiang, China"
Yunnan,China,2022-08-05,24.974,101.487,POINT(101.487 24.974),2222,2,,,,,"Yunnan, China"
Zhejiang,China,2022-08-05,29.1832,120.0934,POINT(120.0934 29.1832),3228,1,,,,,"Zhejiang, China"
Aichi,Japan,2022-08-05,35.035551,137.211621,POINT(137.211621 35.035551),866460,2213,,,,,"Aichi, Japan"
Akita,Japan,2022-08-05,39.748679,140.408228,POINT(140.408228 39.748679),50155,79,,,,,"Akita, Japan"
Aomori,Japan,2022-08-05,40.781541,140.828896,POINT(140.828896 40.781541),97997,149,,,,,"Aomori, Japan"
Chiba,Japan,2022-08-05,35.510141,140.198917,POINT(140.198917 35.510141),668222,1910,,,,,"Chiba, Japan"
Ehime,Japan,2022-08-05,33.624835,132.856842,POINT(132.856842 33.624835),79757,165,,,,,"Ehime, Japan"
Fukui,Japan,2022-08-05,35.846614,136.224654,POINT(136.224654 35.846614),64489,55,,,,,"Fukui, Japan"
Fukuoka,Japan,2022-08-05,33.526032,130.666949,POINT(130.666949 33.526032),712075,1393,,,,,"Fukuoka, Japan"
Fukushima,Japan,2022-08-05,37.378867,140.223295,POINT(140.223295 37.378867),95748,232,,,,,"Fukushima, Japan"
Gifu,Japan,2022-08-05,35.778671,137.055925,POINT(137.055925 35.778671),164656,379,,,,,"Gifu, Japan"
Gunma,Japan,2022-08-05,36.504479,138.985605,POINT(138.985605 36.504479),145968,356,,,,,"Gunma, Japan"
Hiroshima,Japan,2022-08-05,34.605309,132.788719,POINT(132.788719 34.605309),231214,531,,,,,"Hiroshima, Japan"
Hokkaido,Japan,2022-08-05,43.385711,142.552318,POINT(142.552318 43.385711),488182,2174,,,,,"Hokkaido, Japan"
Hyogo,Japan,2022-08-05,35.039913,134.828057,POINT(134.828057 35.039913),653350,2354,,,,,"Hyogo, Japan"
Ibaraki,Japan,2022-08-05,36.303588,140.319591,POINT(140.319591 36.303588),228217,495,,,,,"Ibaraki, Japan"
Ishikawa,Japan,2022-08-05,36.769464,136.771027,POINT(136.771027 36.769464),90013,204,,,,,"Ishikawa, Japan"
Iwate,Japan,2022-08-05,39.593287,141.361777,POINT(141.361777 39.593287),59468,113,,,,,"Iwate, Japan"
Kagawa,Japan,2022-08-05,34.217292,133.969047,POINT(133.969047 34.217292),76355,157,,,,,"Kagawa, Japan"
Kagoshima,Japan,2022-08-05,31.009484,130.430665,POINT(130.430665 31.009484),163254,253,,,,,"Kagoshima, Japan"
Kanagawa,Japan,2022-08-05,35.415312,139.338983,POINT(139.338983 35.415312),1096213,2380,,,,,"Kanagawa, Japan"
Kochi,Japan,2022-08-05,33.422519,133.367307,POINT(133.367307 33.422519),48257,125,,,,,"Kochi, Japan"
Kumamoto,Japan,2022-08-05,32.608154,130.745231,POINT(130.745231 32.608154),205812,399,,,,,"Kumamoto, Japan"
Kyoto,Japan,2022-08-05,35.253815,135.443341,POINT(135.443341 35.253815),315222,780,,,,,"Kyoto, Japan"
Mie,Japan,2022-08-05,34.508018,136.376013,POINT(136.376013 34.508018),138973,349,,,,,"Mie, Japan"
Miyagi,Japan,2022-08-05,38.446859,140.927086,POINT(140.927086 38.446859),148295,222,,,,,"Miyagi, Japan"
Miyazaki,Japan,2022-08-05,32.193204,131.299374,POINT(131.299374 32.193204),104379,184,,,,,"Miyazaki, Japan"
Nagano,Japan,2022-08-05,36.132134,138.045528,POINT(138.045528 36.132134),115332,219,,,,,"Nagano, Japan"
Nagasaki,Japan,2022-08-05,33.235712,129.608033,POINT(129.608033 33.235712),109496,154,,,,,"Nagasaki, Japan"
Nara,Japan,2022-08-05,34.317451,135.871644,POINT(135.871644 34.317451),136971,417,,,,,"Nara, Japan"
Niigata,Japan,2022-08-05,37.521819,138.918647,POINT(138.918647 37.521819),122132,95,,,,,"Niigata, Japan"
Oita,Japan,2022-08-05,33.200697,131.43324,POINT(131.43324 33.200697),101584,196,,,,,"Oita, Japan"
Okayama,Japan,2022-08-05,34.89246,133.826252,POINT(133.826252 34.89246),150398,274,,,,,"Okayama, Japan"
Okinawa,Japan,2022-08-05,25.768923,126.668016,POINT(126.668016 25.768923),384610,516,,,,,"Okinawa, Japan"
Osaka,Japan,2022-08-05,34.620965,135.507481,POINT(135.507481 34.620965),1470277,5434,,,,,"Osaka, Japan"
Port Quarantine,Japan,2022-08-05,,,,4463,4,,,,,"Port Quarantine, Japan"
Saga,Japan,2022-08-05,33.286977,130.115738,POINT(130.115738 33.286977),95825,143,,,,,"Saga, Japan"
Saitama,Japan,2022-08-05,35.997101,139.347635,POINT(139.347635 35.997101),822800,1720,,,,,"Saitama, Japan"
Shiga,Japan,2022-08-05,35.215827,136.138064,POINT(136.138064 35.215827),141034,235,,,,,"Shiga, Japan"
Shimane,Japan,2022-08-05,35.07076,132.554064,POINT(132.554064 35.07076),47061,49,,,,,"Shimane, Japan"
Shizuoka,Japan,2022-08-05,34.916975,138.407784,POINT(138.407784 34.916975),290733,474,,,,,"Shizuoka, Japan"
Tochigi,Japan,2022-08-05,36.689912,139.819213,POINT(139.819213 36.689912),140790,317,,,,,"Tochigi, Japan"
Tokushima,Japan,2022-08-05,33.919178,134.242091,POINT(134.242091 33.919178),38882,94,,,,,"Tokushima, Japan"
Tokyo,Japan,2022-08-05,35.711343,139.446921,POINT(139.446921 35.711343),2331579,4729,,,,,"Tokyo, Japan"
Tottori,Japan,2022-08-05,35.359069,133.863619,POINT(133.863619 35.359069),32161,25,,,,,"Tottori, Japan"
Toyama,Japan,2022-08-05,36.637464,137.269346,POINT(137.269346 36.637464),65238,107,,,,,"Toyama, Japan"
Unknown,Japan,2022-08-05,,,,8,0,,,,,"Unknown, Japan"
Wakayama,Japan,2022-08-05,33.911879,135.505446,POINT(135.505446 33.911879),73125,147,,,,,"Wakayama, Japan"
Yamagata,Japan,2022-08-05,38.448396,140.102154,POINT(140.102154 38.448396),46708,106,,,,,"Yamagata, Japan"
Yamaguchi,Japan,2022-08-05,34.20119,131.573293,POINT(131.573293 34.20119),81456,206,,,,,"Yamaguchi, Japan"
Yamanashi,Japan,2022-08-05,35.612364,138.611489,POINT(138.611489 35.612364),56298,78,,,,,"Yamanashi, Japan"
Anhui,China,2021-12-03,31.8257,117.2264,POINT(117.2264 31.8257),1008,6,,,,,"Anhui, China"
Beijing,China,2021-12-03,40.1824,116.4142,POINT(116.4142 40.1824),1194,9,,,,,"Beijing, China"
Chongqing,China,2021-12-03,30.0572,107.874,POINT(107.874 30.0572),610,6,,,,,"Chongqing, China"
Fujian,China,2021-12-03,26.0789,117.9874,POINT(117.9874 26.0789),1322,1,,,,,"Fujian, China"
Gansu,China,2021-12-03,35.7518,104.2861,POINT(104.2861 35.7518),344,2,,,,,"Gansu, China"
Guangdong,China,2021-12-03,23.3417,113.4244,POINT(113.4244 23.3417),3322,8,,,,,"Guangdong, China"
Guangxi,China,2021-12-03,23.8298,108.7881,POINT(108.7881 23.8298),416,2,,,,,"Guangxi, China"
Guizhou,China,2021-12-03,26.8154,106.8748,POINT(106.8748 26.8154),159,2,,,,,"Guizhou, China"
Hainan,China,2021-12-03,19.1959,109.7453,POINT(109.7453 19.1959),190,6,,,,,"Hainan, China"
Hebei,China,2021-12-03,37.8957,114.9042,POINT(114.9042 37.8957),1457,7,,,,,"Hebei, China"
Heilongjiang,China,2021-12-03,47.861999999999995,127.7615,POINT(127.7615 47.862),2007,13,,,,,"Heilongjiang, China"
Henan,China,2021-12-03,33.882,113.61399999999999,POINT(113.614 33.882),1637,22,,,,,"Henan, China"
Hong Kong,China,2021-12-03,22.3,114.2,POINT(114.2 22.3),12448,213,,,,,"Hong Kong, China"
Hubei,China,2021-12-03,30.9756,112.2707,POINT(112.2707 30.9756),68311,4512,,,,,"Hubei, China"
Hunan,China,2021-12-03,27.6104,111.7088,POINT(111.7088 27.6104),1199,4,,,,,"Hunan, China"
Inner Mongolia,China,2021-12-03,44.0935,113.9448,POINT(113.9448 44.0935),920,1,,,,,"Inner Mongolia, China"
Jiangsu,China,2021-12-03,32.9711,119.455,POINT(119.455 32.9711),1619,0,,,,,"Jiangsu, China"
Jiangxi,China,2021-12-03,27.614,115.7221,POINT(115.7221 27.614),959,1,,,,,"Jiangxi, China"
Jilin,China,2021-12-03,43.6661,126.1923,POINT(126.1923 43.6661),585,3,,,,,"Jilin, China"
Liaoning,China,2021-12-03,41.2956,122.6085,POINT(122.6085 41.2956),784,2,,,,,"Liaoning, China"
Macau,China,2021-12-03,22.1667,113.55,POINT(113.55 22.1667),77,0,,,,,"Macau, China"
Ningxia,China,2021-12-03,37.2692,106.1655,POINT(106.1655 37.2692),122,0,,,,,"Ningxia, China"
Qinghai,China,2021-12-03,35.7452,95.9956,POINT(95.9956 35.7452),30,0,,,,,"Qinghai, China"
Shaanxi,China,2021-12-03,35.1917,108.8701,POINT(108.8701 35.1917),709,3,,,,,"Shaanxi, China"
Shandong,China,2021-12-03,36.3427,118.1498,POINT(118.1498 36.3427),1021,7,,,,,"Shandong, China"
Shanghai,China,2021-12-03,31.201999999999998,121.4491,POINT(121.4491 31.202),2873,7,,,,,"Shanghai, China"
Shanxi,China,2021-12-03,37.5777,112.2922,POINT(112.2922 37.5777),265,0,,,,,"Shanxi, China"
Sichuan,China,2021-12-03,30.6171,102.7103,POINT(102.7103 30.6171),1277,3,,,,,"Sichuan, China"
Tianjin,China,2021-12-03,39.3054,117.323,POINT(117.323 39.3054),533,3,,,,,"Tianjin, China"
Tibet,China,2021-12-03,31.6927,88.0924,POINT(88.0924 31.6927),1,0,,,,,"Tibet, China"
Unknown,China,2021-12-03,,,,0,0,,,,,"Unknown, China"
Xinjiang,China,2021-12-03,41.1129,85.2401,POINT(85.2401 41.1129),981,3,,,,,"Xinjiang, China"
Yunnan,China,2021-12-03,24.974,101.48700000000001,POINT(101.487 24.974),1727,2,,,,,"Yunnan, China"
Zhejiang,China,2021-12-03,29.1832,120.0934,POINT(120.0934 29.1832),1501,1,,,,,"Zhejiang, China"
Aichi,Japan,2021-12-03,35.035551,137.211621,POINT(137.211621 35.035551),106904,1161,,,,,"Aichi, Japan"
Akita,Japan,2021-12-03,39.748678999999996,140.408228,POINT(140.408228 39.748679),1930,27,,,,,"Akita, Japan"
Aomori,Japan,2021-12-03,40.781541,140.828896,POINT(140.828896 40.781541),5897,38,,,,,"Aomori, Japan"
Chiba,Japan,2021-12-03,35.510141,140.198917,POINT(140.198917 35.510141),100479,1028,,,,,"Chiba, Japan"
Ehime,Japan,2021-12-03,33.624835,132.856842,POINT(132.856842 33.624835),5412,82,,,,,"Ehime, Japan"
Fukui,Japan,2021-12-03,35.846614,136.22465400000002,POINT(136.224654 35.846614),3115,38,,,,,"Fukui, Japan"
Fukuoka,Japan,2021-12-03,33.526032,130.666949,POINT(130.666949 33.526032),74637,625,,,,,"Fukuoka, Japan"
Fukushima,Japan,2021-12-03,37.378867,140.223295,POINT(140.223295 37.378867),9487,176,,,,,"Fukushima, Japan"
Gifu,Japan,2021-12-03,35.778671,137.055925,POINT(137.055925 35.778671),18920,218,,,,,"Gifu, Japan"
Gunma,Japan,2021-12-03,36.504478999999996,138.985605,POINT(138.985605 36.504479),16917,176,,,,,"Gunma, Japan"
Hiroshima,Japan,2021-12-03,34.605309000000005,132.788719,POINT(132.788719 34.605309),22175,202,,,,,"Hiroshima, Japan"
Hokkaido,Japan,2021-12-03,43.385711,142.55231799999999,POINT(142.552318 43.385711),61160,1472,,,,,"Hokkaido, Japan"
Hyogo,Japan,2021-12-03,35.039913,134.828057,POINT(134.828057 35.039913),78702,1396,,,,,"Hyogo, Japan"
Ibaraki,Japan,2021-12-03,36.303588,140.319591,POINT(140.319591 36.303588),24449,220,,,,,"Ibaraki, Japan"
Ishikawa,Japan,2021-12-03,36.769464,136.771027,POINT(136.771027 36.769464),7969,129,,,,,"Ishikawa, Japan"
Iwate,Japan,2021-12-03,39.593287,141.361777,POINT(141.361777 39.593287),3487,53,,,,,"Iwate, Japan"
Kagawa,Japan,2021-12-03,34.217292,133.969047,POINT(133.969047 34.217292),4702,38,,,,,"Kagawa, Japan"
Kagoshima,Japan,2021-12-03,31.009484000000004,130.430665,POINT(130.430665 31.009484),9103,66,,,,,"Kagoshima, Japan"
Kanagawa,Japan,2021-12-03,35.415312,139.338983,POINT(139.338983 35.415312),169306,1314,,,,,"Kanagawa, Japan"
Kochi,Japan,2021-12-03,33.422519,133.367307,POINT(133.367307 33.422519),4167,33,,,,,"Kochi, Japan"
Kumamoto,Japan,2021-12-03,32.608154,130.74523100000002,POINT(130.745231 32.608154),14395,136,,,,,"Kumamoto, Japan"
Kyoto,Japan,2021-12-03,35.253815,135.443341,POINT(135.443341 35.253815),35995,291,,,,,"Kyoto, Japan"
Mie,Japan,2021-12-03,34.508018,136.376013,POINT(136.376013 34.508018),14814,163,,,,,"Mie, Japan"
Miyagi,Japan,2021-12-03,38.446859,140.927086,POINT(140.927086 38.446859),16281,118,,,,,"Miyagi, Japan"
Miyazaki,Japan,2021-12-03,32.193203999999994,131.299374,POINT(131.299374 32.193204),6138,41,,,,,"Miyazaki, Japan"
Nagano,Japan,2021-12-03,36.132134,138.045528,POINT(138.045528 36.132134),8885,97,,,,,"Nagano, Japan"
Nagasaki,Japan,2021-12-03,33.235712,129.608033,POINT(129.608033 33.235712),6119,73,,,,,"Nagasaki, Japan"
Nara,Japan,2021-12-03,34.317451,135.871644,POINT(135.871644 34.317451),15647,149,,,,,"Nara, Japan"
Niigata,Japan,2021-12-03,37.521819,138.918647,POINT(138.918647 37.521819),8031,61,,,,,"Niigata, Japan"
Oita,Japan,2021-12-03,33.200697,131.43323999999998,POINT(131.43324 33.200697),8187,84,,,,,"Oita, Japan"
Okayama,Japan,2021-12-03,34.89246,133.826252,POINT(133.826252 34.89246),15543,136,,,,,"Okayama, Japan"
Okinawa,Japan,2021-12-03,25.768923,126.668016,POINT(126.668016 25.768923),50322,398,,,,,"Okinawa, Japan"
Osaka,Japan,2021-12-03,34.620965000000005,135.507481,POINT(135.507481 34.620965),203183,3064,,,,,"Osaka, Japan"
Port Quarantine,Japan,2021-12-03,,,,4463,4,,,,,"Port Quarantine, Japan"
Saga,Japan,2021-12-03,33.286977,130.115738,POINT(130.115738 33.286977),5866,30,,,,,"Saga, Japan"
